hpo_codes,week_description
HP:0010825,"Hello, journal. Something unusual's been happening to me this week. I've been feeling these tingling sensations in my lips and fingers. It's like pins and needles, you know? Not painful, just really odd. My fingers almost feel like they're half-asleep at times. Wonder if it's just stress or something."
HP:0003734,"Hey there, journal. Those tingles are still lingering, and now my muscles are joining in on the weirdness. They've started twitching randomly, like little spasms. It's not painful, but it's definitely unsettling. And I've been more tired than usual, even though I'm getting enough sleep. Focusing on tasks has been a bit of a challenge too. It's like my brain's in a fog."
HP:0012378,"Hey there, journal. Those tingles are still lingering, and now my muscles are joining in on the weirdness. They've started twitching randomly, like little spasms. It's not painful, but it's definitely unsettling. And I've been more tired than usual, even though I'm getting enough sleep. Focusing on tasks has been a bit of a challenge too. It's like my brain's in a fog."
HP:0100543,"Hey there, journal. Those tingles are still lingering, and now my muscles are joining in on the weirdness. They've started twitching randomly, like little spasms. It's not painful, but it's definitely unsettling. And I've been more tired than usual, even though I'm getting enough sleep. Focusing on tasks has been a bit of a challenge too. It's like my brain's in a fog."
HP:0010825,"Hello again, journal. Those tingles have spread to my toes now. Plus, those muscle cramps have decided to show up. They're not painful all the time, but when they hit, it's like a sudden jolt. My skin's feeling super dry and itchy too, like I need to moisturize every hour."
HP:0003394,"Hello again, journal. Those tingles have spread to my toes now. Plus, those muscle cramps have decided to show up. They're not painful all the time, but when they hit, it's like a sudden jolt. My skin's feeling super dry and itchy too, like I need to moisturize every hour."
HP:0000998,"Hello again, journal. Those tingles have spread to my toes now. Plus, those muscle cramps have decided to show up. They're not painful all the time, but when they hit, it's like a sudden jolt. My skin's feeling super dry and itchy too, like I need to moisturize every hour."
HP:0030427,"Journal, my face muscles have started twitching by themselves this week. It's kinda embarrassing when it happens at work. My heart's been racing more often too, even when I'm just relaxing. And focusing on tasks has become a bit tougher. Feels like I'm in a constant haze."
HP:0001962,"Journal, my face muscles have started twitching by themselves this week. It's kinda embarrassing when it happens at work. My heart's been racing more often too, even when I'm just relaxing. And focusing on tasks has become a bit tougher. Feels like I'm in a constant haze."
HP:0002829,"Hey there, journal. My knees and wrists have been aching for no reason. It's weird because I haven't been putting any extra strain on them. And you won't believe it - some relatives on my mom's side have had similar issues. Maybe there's a family link? Oh, and my nails are breaking so easily. It's like they're made of glass."
HP:0000006,"Hey there, journal. My knees and wrists have been aching for no reason. It's weird because I haven't been putting any extra strain on them. And you won't believe it - some relatives on my mom's side have had similar issues. Maybe there's a family link? Oh, and my nails are breaking so easily. It's like they're made of glass."
HP:0001597,"Hey there, journal. My knees and wrists have been aching for no reason. It's weird because I haven't been putting any extra strain on them. And you won't believe it - some relatives on my mom's side have had similar issues. Maybe there's a family link? Oh, and my nails are breaking so easily. It's like they're made of glass."
HP:0003401,"Journal, the tingles are still hanging around, and the muscle cramps are like unexpected guests. They hit when I least expect it. My fingers and toes have also started feeling numb sometimes. It's like they're asleep, even when they're not. Oh, and sensitive teeth. Cold drinks are a challenge."
HP:0003394,"Journal, the tingles are still hanging around, and the muscle cramps are like unexpected guests. They hit when I least expect it. My fingers and toes have also started feeling numb sometimes. It's like they're asleep, even when they're not. Oh, and sensitive teeth. Cold drinks are a challenge."
HP:0011085,"Journal, the tingles are still hanging around, and the muscle cramps are like unexpected guests. They hit when I least expect it. My fingers and toes have also started feeling numb sometimes. It's like they're asleep, even when they're not. Oh, and sensitive teeth. Cold drinks are a challenge."
HP:0003401,"Hey, journal. The numbness in my fingers and toes is pretty much constant now. The muscle cramps are becoming a regular companion, and they're affecting my movements. My heart's racing more often too, and breathing isn't as smooth as it used to be. Sometimes I feel a bit breathless."
HP:0003394,"Hey, journal. The numbness in my fingers and toes is pretty much constant now. The muscle cramps are becoming a regular companion, and they're affecting my movements. My heart's racing more often too, and breathing isn't as smooth as it used to be. Sometimes I feel a bit breathless."
